Longitude,Latitude
-123.4034,42.354
-123.5585,43.2073
-121.8388,45.31061
-122.2347,44.95023
-123.6216,42.16024
-121.7084,45.8417
-122.1322,44.40946
-124.43,43
-123.1691,45.85606
-122.339,42.12363
-77.8768,41.7655
-76.804,41.4065
-79.9167,40.5833
-79.7668,40.5278
-80.25475,40.52825
-75.37814,40.37726
-78.5826,41.12782
-74.85745,40.1316
-80.50751,41.05
-78.87955,41.51954
-75.327,40.8495
-80.3891,34.59
-81.61264,32.98597
-80.074,34.374
-80.316,33.096
-81.56005,34.9533
-79.8102,33.0932
-101.7312,43.4471
-103.4966,43.89875
-99.1903,43.37663
-86.465,35.11417
-87.19556,35.20416
-84.0475,35.5559
-84.48414,35.18597
-83.3032,35.4745
-84.66167,36.19746
-86.15759,36.25466
-84.88466,35.97231
-85.07263,35.30146
-82.38587,36.15588
-89.03873,36.16488
-89.17284,36.02328
-87.39061,35.22149
-97.8375,33.29083
-95.58334,30.52361
-98.35,33.13333
-94.59222,32.68945
-94.41528,30.775
-96.10222,32.94722
-94.52,32.62389
-94.15,32.58333
-94.85,30.26667
-94.2,32.05806
-94.79333,30.26861
-94.82,30.10305
-94.25694,33.07639
-96.29222,29.17805
-95.21667,32.18333
-94.86667,30.41667
-94.68333,32.01667
-95.63,30.6
-95.3,30.63333
-95.32,30.31667
-94.70139,30.71139
-95.28653,30.3343
-93.972,30.83315
-95.6669,31.6212
-95.46671,32.85232
-95.23958,33.36867
-93.8117,30.12615
-101.667,34.93243
-98.68465,29.56835
-96.12524,31.93425
-95.35257,32.19202
-97.61,32.675
-97.61,32.675
-98.15854,29.52533
-96.05,33.445
-98.225,33.675
-97.2836,30.40335
-98.325,33.275
-100.6767,35.93985
-95.38226,31.55668
-95.48672,32.31565
-94.95061,31.86794
-97.67403,30.51559
-94.32404,30.19144
-94.32321,34.03789
-97.84,32.64
-98.03284,32.66908
-97.93719,30.77532
-109.9,40.5
-112.35,38.225
-111.5447,40.0445
-111.0837,40.92128
-109.5143,40.86765
-113.7382,37.182
-112.0179,41.7086
-111.5333,41.96181
-111.8038,40.91689
-80.13276,37.2423
-79.052,37.585
-79.82829,37.06266
-77.6257,37.44378
-80.48,36.745
-77.90815,37.047
-78.6205,38.9766
-77.34673,38.48342
-81.48593,36.62492
-78.20517,38.98773
-78.48832,38.90323
-79.55045,37.38661
-80.6585,35.8525
-80.3755,36.9846
-81.11751,37.0048
-79.85085,37.29734
-76.70926,37.33226
-72.7051,43.4654
-118.0711,46.03944
-118.0519,46.0675
-122.382,46.9382
-121.3055,46.0722
-121.2543,48.5149
-121.5863,46.67111
-122.4988,46.3261
-122.5855,46.3758
-122.9627,46.6622
-121.9063,45.8083
-121.745,48.53944
-122.4275,46.5347
-121.6279,47.0019
-123.5439,46.33425
-117.2776,48.83558
-122.7919,47.94056
-122.3985,45.8331
-121.0909,46.80505
-122.8294,46.0471
-117.9793,46.0573
-121.95,46.05
-121.6009,43.74251
-122.8833,47.28069
-122.2339,45.74715
-123.9718,47.3631
-121.9749,47.7393
-122.4966,47.74897
-119.187,48.32956
-122.3076,46.84565
-122.0282,47.01562
-122.645,48.39936
-123.3749,46.60207
-120.6599,48.31199
-122.3045,46.52352
-123.2182,47.49865
-123.1742,46.98278
-122.3234,47.4506
-123.8343,47.50319
-123.8165,46.4205
-121.25,46.85
-121.9418,47.13485
-121.1859,47.70178
-122.3431,46.2965
-122.2719,46.84748
-122.215,48.308
-121.6962,48.32675
-124.2306,47.2838
-121.5298,47.12045
-121.6314,45.96112
-122.7515,46.78571
-124.3863,47.94001
-121.4813,45.86883
-121.6708,48.03114
-122.202,46.53686
-123.7194,47.08824
-122.4212,47.05072
-121.429,48.05305
-122.5368,47.09762
-122.2763,48.10255
-122.1375,48.11308
-122.528,47.78212
-122.3482,47.064
-124.0556,47.0562
-121.9557,46.77641
-120.9783,47.1902
-123.3212,47.41184
-118.4262,48.6254
-119.8345,48.57028
-122.4349,46.32793
-117.5429,48.03062
-122.741,47.34805
-121.8326,46.43362
-120.8206,47.77559
-121.0161,47.20113
-124.195,47.82243
-121.9103,46.47816
-118.1611,47.96136
-122.2018,48.92982
-122.5935,46.364
-122.3347,48.90147
-121.6267,45.75957
-124.166,47.0709
-122.7197,47.52877
-117.7324,47.97637
-90.51145,45.7743
-90.444,45.775
-90.7221,44.3801
-89.9905,45.0902
-90.42001,45.73271
-92.03925,44.75668
-88.03413,45.64867
-90.43515,45.672
-89.08323,45.05855
-89.3179,43.0625
-87.6779,45.15
-88.0896,45.64585
-92.12408,45.63061
-90.02283,45.63092
-88.29105,43.26699
-81.16211,39.21833
-80.68192,40.1333
-81.85806,39.01972
-80.7582,37.6541
-81.29745,37.58135
-79.5375,39.6995
-81.70641,38.2128
-82.59348,38.35727
-78.49429,39.5226
-79.95418,39.03496
-81.1271,37.32091
-79.3762,38.835
-80.51374,38.33109
-79.3686,38.835
-79.47325,38.8926
-79.4016,38.8409
-80.64685,37.50965
-78.94501,39.335
-81.095,37.7
-79.01405,39.26188
-80.9075,37.7929
-80.3616,37.9937
-79.4593,39.10023
-82.28279,38.16391
-80.71875,37.9208
-80.27,38.98
-81.4625,38.2639
-81.08506,38.0695
-80.6754,38.12852
-79.55928,38.8609
-79.1347,38.44367
-80.6385,38.2845
-81.8074,37.34592
-81.8075,38.10263
-110.4165,46.79165
-110.4165,46.79165
-110.5,41.2
-108.9245,42.9919
-149.7667,61.09085
-132.7333,55.4555
-155.981,57.7566
-142.7691,63.98869
-86.255,31.29
-86.00004,33.00014
-86.2952,33.6332
-86.97057,34.73139
-85.2222,32.6825
-85.21545,32.67715
-85.87055,33.46345
-87.5047,31.20325
-86.59747,34.55946
-85.61766,31.30503
-87.28992,33.20837
-85.79889,34.56327
-85.86473,34.04129
-85.49103,33.12572
-87.56807,31.809
-85.08995,34.24174
-85.7894,33.24084
-87.64934,30.31786
-93.8417,33.31194
-93.76,36.34389
-92.943,35.8019
-92.44583,35.77
-91.97,35.07
-93.17056,34.31611
-91.51528,35.69958
-90.95902,34.97181
-93.45042,35.06144
-94.09966,33.94073
-92.22704,34.56384
-91.48295,33.40425
-92.30753,34.92684
-93.5515,36.1655
-93.1716,35.55535
-110.9986,34.4274
-111.6259,35.1394
-109.155,35.97
-111.8907,34.7706
-110.9583,34.33335
-112.05,34.7
-111.08,34.475
-111.7,35.09
-111.375,34.425
-110.98,34.35
-110.9725,34.34
-111.675,35.3
-110.0632,34.27139
-111.4925,34.375
-111.4,34.575
-111.7101,35.33069
-112.0934,36.3431
-112.53,34.45
-109.9643,32.7071
-110.4829,34.0425
-109.11,36.225
-113.46,34.55
-110.85,34.275
-112.24,36.65
-111.0946,34.43951
-109.9134,32.70631
-109.9648,32.70722
-110.5712,34.24228
-109.7452,33.988
-111.7099,34.67245
-111.7141,35.30685
-111.3164,34.43542
-120.5414,41.48722
-118.9592,37.65028
-120.2867,38.27194
-120.1039,38.07584
-120.2667,38.05
-119.0736,37.78861
-118.6744,36.22306
-120.0914,38.9575
-123.7481,41.37861
-121.7314,40.53806
-120.1547,38.18389
-119.9924,38.24805
-121.015,39.26167
-118.5272,36.10556
-121.2733,39.64306
-118.6078,35.56805
-118.3356,35.51222
-119.235,37.23167
-119.8208,38.77778
-118.5821,35.44986
-120.5856,38.76139
-118.6092,36.4525
-122.6986,40.98333
-120.2636,38.03305
-120.4683,39.11167
-120.8294,39.5575
-123.6581,41.23528
-120.8983,39.21667
-120.3536,38.25472
-124.0586,41.28694
-120.0047,38.4775
-120.5619,38.71806
-123.115,39.83
-121.4822,39.53722
-120.5264,38.39917
-121.5027,39.55249
-122.7,38.75
-120.0491,38.45799
-123.15,39.25
-120.0969,38.96
-120.5764,38.91185
-118.9614,37.2804
-120.6049,38.9037
-119.9501,38.6167
-123.6667,41.25
-121.9167,40.4999
-122.1675,40.75
-118.225,34.25
-120.7413,40.43298
-120.914,39.374
-120.1862,38.23475
-120.1666,39.0833
-124.2,40.3
-123.4439,39.06583
-119.801,38.3958
-120.245,38.015
-118.9386,37.1303
-118.8741,37.28675
-120.0416,38.20835
-118.1666,36.1999
-119,37.5999
-119.2481,37.90613
-120.0825,38.80435
-121.0479,38.95285
-117.9667,35.7
-119.864,38.17625
-124.0101,40.35259
-120.0397,38.09832
-120.125,38.375
-117.0416,34.04165
-119.2167,38.04165
-118.3804,35.5803
-118.375,35.95835
-124.1417,41.84998
-118.625,35.17748
-120.0459,38.03917
-116.6329,33.81678
-116.7944,34.2556
-122.7,41.1139
-118.3302,35.12931
-119.118,37.79337
-116.4208,32.81075
-122.553,40.5835
-118.6331,35.84503
-120.4036,38.77386
-119.2654,38.04679
-117.1776,34.33843
-122.1024,40.7729
-118.5391,37.17004
-116.5645,33.03662
-123.9122,40.01142
-119.1291,37.97761
-118.7729,36.56304
-123.7876,40.03527
-123.669,41.0312
-105.3812,38.9
-105.0354,38.71145
-106.171,39.3045
-105.0138,39.0621
-107.9584,37.70835
-107.4667,37.38334
-105.0787,39.4455
-106.1215,39.29325
-107.4381,40.00385
-107.1971,37.89225
-106.7522,39.01577
-107.8708,40.277
-106.7682,40.4805
-106.3325,37.3199
-106.541,37.2362
-106.6735,39.879
-106.4745,37.26505
-106.4213,39.15735
-107.501,37.33815
-105.2869,37.56055
-105.047,38.68775
-105.5728,40.33838
-105.9111,38.77741
-105.812,40.3105
-105.7065,39.4191
-105.1821,40.26821
-105.6723,39.30023
-107.193,38.02372
-72.46315,41.51105
-73.35194,41.68669
-72.30142,41.38609
-71.95564,41.38695
-73.15157,41.82935
-72.99536,41.95082
-75.3793,38.88665
-75.36536,38.71
-80.86715,28.98195
-81.3142,25.84875
-81.39806,30.0771
-81.6143,26.6878
-87.00008,31.00009
-81.08198,29.29063
-81.45421,29.7788
-81.4692,29.04865
-80.96515,27.35644
-81.649,28.966
-85.97701,30.993
-81.49433,30.2637
-81.5545,28.5465
-80.98849,26.1699
-81.58581,27.9013
-82.391,27.445
-81.89438,30.10534
-81.356,25.953
-81.0834,29.3396
-81.90182,30.03042
-82.8436,30.31709
-82.11083,28.54028
-81.303,25.901
-81.45354,28.80455
-85.685,30.79
-81.14076,28.63434
-81.9347,30.0461
-82.05391,29.56871
-81.11927,28.48106
-81.8592,29.77291
-82.28943,30.43412
-83.649,30.59612
-81.8992,30.25389
-87.265,30.9725
-82.0125,29.95301
-81.99105,27.07842
-82.20726,28.84542
-82.92592,29.28942
-81.7624,30.0809
-81.43248,28.98491
-81.12167,29.4076
-82.61581,29.32605
-82.11937,28.36168
-82.15501,29.94974
-81.13924,29.41889
-81.3215,25.889
-81.78307,29.47529
-81.32394,28.91605
-81.00677,28.13136
-81.41444,30.36186
-81.23386,28.97672
-82.71979,29.4694
-82.44075,29.74815
-81.03185,28.56308
-80.94411,28.54293
-82.04508,28.45786
-80.31353,26.9807
-80.48021,25.73951
-81.97549,28.94296
-82.30699,27.10589
-81.35342,28.11468
-81.64948,26.03808
-81.4048,29.96828
-86.54302,30.62555
-81.03941,27.34928
-81.21989,28.96416
-81.87347,27.93531
-81.01299,28.45247
-81.95499,28.525
-81.02086,28.12565
-82.35606,28.29324
-85.4937,30.46805
-81.7089,28.69205
-81.306,28.8555
-80.79379,27.45883
-81.51359,28.05144
-81.55172,29.97454
-81.45163,28.20249
-85.8055,30.1766
-82.63696,28.55359
-81.67247,27.93991
-82.12901,27.40743
-82.23728,28.12479
-83.41369,30.5931
-81.24751,26.18326
-86.55637,30.68441
-84.50055,34.1962
-85.3297,34.77525
-84.25755,32.80865
-83.76585,34.66255
-84.80283,33.81283
-83.07575,31.0614
-83.77232,34.37537
-82.77173,31.2137
-81.34159,32.13781
-85.15337,33.81461
-84.6216,34.8983
-85.10299,34.4826
-84.0354,34.6527
-83.18237,34.94325
-83.6746,34.70107
-84.79601,33.796
-82.74675,31.30952
-84.78122,30.79456
-85.19659,34.17769
-83.57655,31.85605
-85.42266,34.62689
-84.79704,34.06787
-83.45181,34.70157
-84.16016,31.62608
-85.35133,33.95003
-82.24796,32.74985
-84.3453,34.81182
-84.60457,31.71434
-83.69681,33.09184
-85.01929,33.91604
-91.75641,45.8618
-93.85965,40.8348
-92.06343,43.32922
-94.20245,42.6766
-91.57033,41.7822
-90.84215,42.50969
-95.12505,43.47104
-94.01338,42.10722
-94.91264,42.23576
-95.68422,40.66972
-91.96428,42.51633
-92.15997,43.19481
-113.8441,43.79615
-114.9221,44.14765
-116.1842,48.15585
-116.6079,47.85001
-115.3106,44.14555
-115.8405,45.16792
-111.4418,43.61015
-116.71,48.33
-111.5212,42.35635
-116.9945,47.61947
-116.8415,48.74915
-115.2019,44.62801
-116.9137,48.43676
-115.6803,44.64824
-112.2149,42.10072
-116.7338,48.75694
-111.8617,43.86739
-113.8186,45.2704
-115.8545,46.75905
-116.5499,47.96905
-116.8768,48.22407
-116.8596,48.73665
-116.0776,47.19253
-116.2853,44.45853
-115.6292,47.23444
-116.7369,47.23455
-116.4292,46.75473
-115.947,47.5405
-115.3929,43.71597
-91.3883,40.3752
-88.3461,37.5
-89.34285,41.86395
-89.585,40.61
-88.55,37.63
-88.50061,37.61404
-88.4375,41.625
-88.9319,37.61095
-87.7424,40.1527
-88.65912,37.52127
-88.7476,37.228
-88.09506,42.17577
-89.04518,40.65639
-89.80123,38.90123
-90.28404,40.63267
-89.41539,41.90703
-89.73378,40.82944
-87.76622,41.63243
-89.95824,40.5634
-88.18031,41.89011
-89.99568,40.63281
-88.7584,37.2276
-88.2886,42.1551
-89.68079,39.66676
-89.66525,39.6395
-88.01345,41.207
-89.599,40.8365
-87.76622,41.63243
-90,40
-89.53419,38.9241
-89.6845,39.62
-90.6757,40.1348
-90.22054,41.73534
-87.80624,39.09109
-88.83003,38.18881
-87.86476,41.63039
-88.98228,37.92017
-88.66103,41.29077
-87.7313,39.40458
-89.61281,39.73333
-87.75156,41.53346
-89.15173,37.61335
-89.36896,37.18404
-90.7771,40.55179
-89.65926,39.83627
-90.78947,40.45428
-87.5321,41.4811
-90.1173,39.34657
-87.90503,38.87531
-87.869,38.893
-87.8617,41.7173
-90.0775,39.3047
-89.9758,39.2038
-87.84415,41.67433
-87.7714,41.7627
-89.21439,38.27372
-89.7915,38.4335
-89.79143,38.4326
-87.62597,41.53887
-87.71541,40.09169
-89.87602,38.66736
-89.8774,38.74625
-88.96978,38.32304
-86.13757,37.59461
-88.35001,42.38553
-88.36589,37.44508
-86.23506,38.4191
-86.19055,38.43235
-86.05825,39.2152
-87.41805,38.1579
-86.81714,39.74356
-86.93636,39.72848
-87.08955,39.9347
-87.0796,40.38335
-85.57069,40.74765
-86.49139,39.02502
-85.95914,38.39027
-86.38894,39.04744
-86.4324,39.3804
-85.57882,38.02847
-86.3356,39.17909
-86.04386,38.71342
-94.97862,37.7684
-95.488,39.1441
-95.74633,39.06381
-97.58336,38.37558
-96.35309,39.14519
-97.56253,37.3901
-97.56185,38.1814
-94.4955,39.3985
-94.477,38.5735
-95.3465,38.176
-86.0163,37.1496
-85.359,37.689
-86.1425,36.772
-83.69043,37.83438
-83.16293,36.89771
-82.81679,37.19822
-85.00044,38.63813
-83.79678,37.65805
-82.74595,37.22604
-82.70393,38.11509
-82.44214,38.03338
-84.0821,36.8817
-86.35931,37.55379
-85.03827,38.25861
-85.03827,38.24361
-84.63702,38.73854
-86.5549,36.8066
-86.73543,36.91533
-84.23711,36.40406
