Longitude,Latitude
-82.5446,38.05344
-83.46014,37.53918
-88.12511,36.92799
-83.1815,38.0311
-82.868,38.195
-91.0955,30.96745
-92.28034,31.41787
-92.422,31.368
-70.97708,41.60551
-70.89049,41.83664
-71.80123,42.54334
-72.82665,42.08179
-72.91994,42.64809
-73.16418,42.34607
-70.95207,41.85164
-73.47686,42.08354
-73.16617,42.63678
-71.83971,42.08363
-73.38644,42.07867
-72.53766,42.30283
-76.54514,38.81639
-76.811,39.11378
-76.6691,39.6946
-77.2948,39.06392
-69.3614,44.6908
-70.6235,43.6676
-70.99485,45.04705
-70.81187,43.2045
-68.63222,45.04943
-68.2283,44.78159
-83.59014,42.285
-88.16361,47.232
-89.31389,46.87111
-84.4587,41.79639
-83.86097,42.36639
-84.16389,44.53665
-87.3459,46.34445
-86.0221,45.9796
-86.42896,44.091
-85.95915,42.4637
-87.5034,46.52545
-86.5367,46.4722
-83.78585,44.56215
-85.23538,45.33075
-85.6667,44.45835
-83.62335,44.62
-84.00156,44.34035
-84.2915,42.43235
-85.2515,43.2725
-83.5175,45.1365
-84.4445,44.398
-84.41335,43.83165
-86.376,43.689
-83.95399,44.2055
-83.9205,45.0635
-86.36,42.19
-83.3595,41.972
-84.94099,43.265
-86.11156,44.73109
-84.30746,45.31915
-85.44922,44.71466
-84.10373,42.17291
-84.01165,44.68
-83.61314,44.68047
-85.72845,44.83369
-85.68,43.22
-87.326,45.78247
-85.9222,44.25533
-84.21035,45.22039
-87.09378,45.74023
-89.5,46.25
-84.53609,41.78913
-87.05026,45.93311
-87.87157,45.7457
-84.72002,46.01793
-81.52805,42.75195
-83.88607,44.48875
-87.04828,45.89259
-83.37971,44.42654
-83.40396,44.49427
-87.15701,46.06728
-83.45052,44.56203
-87.74364,45.69347
-95.0168,47.8764
-94.1211,47.3304
-93.9137,47.323
-92.83521,46.3725
-90.58915,48.0607
-92.84309,46.3666
-94.83755,47.1589
-94.80162,46.67197
-92.88618,46.02361
-92.6349,47.51591
-93.28008,47.31732
-92.2895,48.13826
-93.75745,47.65885
-92.296,48.1316
-96.0073,48.8572
-90.0545,46.06195
-94.41713,47.39974
-95.05023,47.48271
-92.75357,47.47025
-94.07877,47.76524
-94.88525,47.52413
-93.41,37.54661
-92.1527,36.7548
-91.41383,37.63169
-93.25712,36.71418
-91.30804,37.2306
-93.1073,36.3881
-93.6383,36.7279
-94.2319,36.50787
-90.86792,37.66643
-90.7357,38.4063
-90.21339,36.57869
-90.52135,37.18847
-95.32129,37.8322
-92.22327,37.50983
-94.2908,39.20894
-92.2428,36.4504
-94.10855,39.03445
-94.60359,37.84239
-94.32079,37.91544
-94.1927,38.524
-92.5415,37.4504
-90.55145,38.45927
-93.64312,40.57773
-90.89388,37.05571
-91.42575,37.99225
-94.30658,39.00875
-92.337,38.1875
-90.4935,37.5965
-93.11722,36.72415
-92.63587,37.46041
-92.1855,38.4125
-94.188,38.521
-93.6515,39.83804
-88.68893,32.09515
-88.26655,34.735
-114.08,46.75889
-113.82,48.68
-113.7593,47.60413
-113.1424,46.30766
-109.5528,45.28074
-114.0725,46.96508
-111.2644,46.48392
-113.5911,46.5252
-110.6268,46.59692
-111.3637,45.7922
-110.7897,45.61331
-113.8334,46.93335
-111.75,46.24
-81.80479,35.83845
-78.968,36.2058
-83.007,35.211
-83.26097,35.89305
-83.23206,35.10486
-81.402,35.194
-80.2084,35.95815
-80.375,36.48615
-81.56219,36.42315
-79.88049,35.0554
-81.95195,35.95865
-82.87408,35.7695
-80.69763,35.43787
-81.77603,35.78043
-79.75537,35.56577
-81.20877,35.84103
-80.01653,35.35636
-83.52959,30.0326
-80.00272,35.31331
-80.08778,35.46955
-79.86721,35.25048
-82.39165,35.28195
-83.17152,35.53467
-83.17152,35.53467
-82.65414,35.2725
-102.7291,47.63297
-103.018,42.71425
-103.0044,42.69657
-96.34203,42.15685
-71.46778,43.28556
-70.93333,43.05
-71.1794,44.79969
-74.3966,39.934
-74.3516,40.77545
-74.84528,40.60667
-74.46155,40.9427
-74.49518,40.93552
-74.55341,39.69191
-74.64189,41.27412
-74.68758,41.29453
-74.69759,39.22348
-74.42721,39.94853
-105.7197,33.2516
-106.9958,36.91475
-108.8548,36.14505
-106.9571,36.095
-109.0612,36.39135
-105.5596,36.19625
-105.7338,33.27094
-106.5784,36.90237
-118.1806,40.52737
-76.17366,42.40489
-78.1946,43.2265
-77.664,43.2696
-73.73606,44.66399
-75.38025,42.0837
-73.91649,41.38084
-74.00528,43.81495
-73.51238,43.6678
-73.56614,43.66344
-77.36516,42.54346
-75.57448,43.64706
-75.58825,44.62185
-74.47383,43.13206
-73.81,43.32
-74.11488,41.23296
-74.15429,43.30679
-73.34347,43.35086
-73.59659,41.49887
-73.59506,41.60511
-77.29334,42.67993
-82.1334,40.25597
-81.5693,40.6298
-81.22745,41.3235
-80.67828,40.3725
-82.6353,39.5246
-81.49697,40.0799
-81.2558,40.42687
-82.27037,39.24523
-84.15971,39.8494
-82.38627,40.99562
-81.57021,41.35208
-81.28275,41.50086
-81.52101,40.11632
-81.27506,41.38199
-81.5518,40.1138
-80.616,40.725
-82.79665,39.10495
-81.1188,40.20275
-81.20422,39.86019
-81.60838,41.25248
-81.3654,41.05931
-89.34647,39.74678
-80.85832,41.12884
-80.90944,40.64049
-84.1317,39.03501
-81.37085,39.42635
-83.12891,38.69322
-82.63536,39.59947
-81.64181,41.16984
-81.26729,40.90177
-80.84143,41.81429
-83.40022,39.11929
-81.11617,41.13183
-81.36305,41.06194
-81.4936,40.11682
-81.15179,40.24786
-80.7291,40.87496
-81.18504,40.36207
-82.34181,41.17222
-82.12366,40.62731
-80.98022,41.76702
-83.7278,39.6543
-80.14099,41.11447
-82.14194,40.59307
-81.50403,40.12719
-81.91616,41.22248
-82.07824,41.11417
-82.16943,40.60291
-83.07492,39.05922
-83.02551,38.9506
-80.96186,41.85256
-84.51192,39.65625
-80.61996,40.73206
-84.08533,39.01569
-81.5168,41.21424
-82.36591,41.06939
-84.14354,39.00175
-82.29642,40.61111
-81.04791,39.91209
-82.13298,40.01209
-81.49033,40.14003
-81.02382,40.68514
-84.25986,39.26903
-82.49833,39.56573
-82.49968,39.57143
-83.56633,38.82795
-82.24197,40.36462
-80.85938,40.10975
-80.62003,40.16912
-81.14331,40.10084
-84.10463,39.42606
-82.26806,40.81139
-80.70913,40.91197
-80.81801,40.36887
-82.31692,40.61309
-94.70278,34.52667
-94.60042,34.45195
-94.91928,34.52436
-94.685,34.695
-94.575,34.64583
-94.98001,35.56637
-94.7264,34.73966
-94.7297,34.74338
-94.49968,34.49108
-99,35
-95.11875,34.6021
-98.24586,35.08344
-94.66875,34.8146
-95.2419,36.22935
-97.26022,35.68081
-94.4325,34.4415
-95.80589,36.37919
-94.4095,34.0775
-95.12156,34.50572
-122.3057,44.97487
-123.6664,45.07072
-123.625,45.70835
-123.3601,45.76569
-123.9211,45.99378
-122.5674,44.79307
-122.2487,45.4684
-118.6131,45.58982
-118.8215,43.85975
-123.5792,45.0487
-122.8494,44.6616
-118.5908,44.5385
-123.296,45.82565
-122.3803,45.1867
-122.8042,43.6583
-122.9546,45.7492
-124.3688,43.1786
-121.9683,44.4625
-122.4,44.9633
-122.5541,43.296
-123.5417,45.93701
-123.2433,44.6693
-122.1874,44.699
-121.9446,42.23865
-121.9547,45.3207
-123.3333,42.0833
-118.5658,45.6764
-122.7875,45.11259
-121.5134,45.38736
-123.4573,46.03193
-117.925,45.91665
-123.2916,42.125
-123.75,42.22501
-123.5036,43.61538
-123.5524,44.50455
-121.3866,42.36945
-123.3973,45.61308
-121.7828,43.97603
-121.4705,43.98136
-122.1032,45.1518
-123.6113,45.59864
-122.9343,44.05917
-118.7056,45.66721
-121.6794,45.24006
-121.3226,45.33935
-122.7085,43.85062
-123.0137,42.2356
-118.3243,45.45024
-123.9834,43.27402
-78.39445,41.31268
-80.19804,40.50322
-75.9799,41.79985
-78.52589,40.65083
-78.04547,41.34404
-76.04183,39.73523
-75.23662,41.50383
-79.58031,40.43163
-80.12229,41.07374
-80.07443,40.94997
-75.74288,41.32501
-80.3293,40.60946
-77.85934,40.33498
-80.07216,40.92895
-71.58906,41.4596
-71.74425,41.81391
-80.65645,32.9032
-81.396,34.421
-79.884,33.132
-78.3829,33.5155
-82.82005,34.35765
-80.559,32.825
-80.95958,32.29968
-80.45451,33.04536
-81.54448,34.39092
-81.60892,35.14947
-103.6183,44.38611
-103.7742,44.21694
-88.30945,35.80762
-83.73153,36.19408
-83.3626,35.46865
-83.47566,35.64151
-84.05056,35.40472
-85.02585,35.5467
-89.7735,35.416
-87.2352,35.0228
-83.21461,36.38632
-86.2011,35.9978
-84.8215,35.129
-82.3045,36.0925
-84.85902,36.39403
-87.44963,35.78439
-87.0886,36.1874
-87.8084,35.545
-84.38335,36.105
-84.88694,35.8823
-101.5361,33.45278
-95.62861,33.82722
-97.81083,29.385
-100.8361,33.62167
-98.05,32.53333
-96.27306,33.59
-95.58334,30.95972
-95.24917,33.34139
-94.86833,32.28944
-95.41817,32.51556
-96.2,31.87333
-96.04472,28.8
-93.68333,30.76667
-95.71278,30.52694
-95.36166,30.405
-96.59167,30.525
-95.12305,30.55
-93.89,30.43444
-94.58,30.71139
-94.66653,30.66986
-95.5,29
-95.13,30.46
-93.97194,30.33778
-95.47556,30.14378
-95.77908,30.54366
-100.545,30.566
-95.20691,31.50773
-97.59946,31.37756
-100.4219,31.44815
-98.53998,31.4771
-97.03784,33.27303
-95.92831,33.79094
-96.76199,33.81435
-97.815,32.475
-98,32.755
-97.47971,29.30877
-94.04529,30.7114
-98.15556,29.79893
-98.56143,29.26258
-94.20776,31.05591
-94.14799,33.17162
-94.12258,33.2784
-95.84,33.25
-98.4,33.2
-95.72607,30.52897
-98.3,33.375
-99.295,34.31
-97.025,32.675
-96.42506,30.55738
-97.05,33.25
-97.18,33.04
-96.6075,33.825
-95.3175,30.3115
-98.105,34.125
-96.17,33.2
-94.69412,32.79338
-111.63,40.42
-110,40.65
-109.75,40.9
-111.23,39.48
-111.625,40.9
-109.575,40.75
-111.5986,40.26705
-110.825,40.825
-110.3583,40.61125
-111.5833,41.41125
-111.6348,41.49955
-110.8055,40.60353
-110.3961,40.98583
-82.4179,36.8778
-80.04166,36.94165
-80.8797,37.00085
-79.1345,36.589
-75.6561,37.92735
-76.364,36.6765
-79.14478,38.56546
-79.908,37.01115
-78.5367,38.36885
-77.90815,37.047
-79.65548,38.44714
-77.90815,37.047
-77.2265,38.0735
-79.14795,38.58125
-76.0418,36.7586
-80.89,36.932
-79.8871,37.12815
-78.02081,38.9593
-81.9107,36.76377
-79.79759,37.64224
-80.36054,37.15814
-80.6275,37.41095
-79.11095,38.57716
-78.1268,38.89625
-81.62195,36.73225
-79.02109,38.51591
-79.5912,37.75926
-82.39963,37.17433
-73.0723,43.1635
-72.43684,43.43623
-72.60887,42.86222
-122.1283,46.10861
-123.1583,47.2641
-121.8,46.1333
-121.6667,45.9667
-121.9697,47.85556
-118.9844,48.40611
-117.6454,47.981
-121.0638,46.621
-122.0252,46.5256
-120.319,47.4822
-121.9191,46.0969
-118.9505,47.9093
-122.2864,47.0586
-121.3676,47.8901
-121.9192,46.21583
-123.8979,47.4645
-121.6967,48.9058
-121.5497,47.0228
-121.6606,46.7225
-122.885,47.23194
-122.8531,47.9237
-122.6916,48.247
-121.5633,47.40245
-121.8943,47.16145
-123.7108,48.08025
-122.3416,46.44165
-123.3958,47.2055
-121.7812,47.4352
-123.8647,46.988
-123.7349,48.1368
-122.1301,46.3751
-122.2196,48.78336
-124.3324,47.5532
-123.2383,46.8434
-117.2833,48.79056
-120.2238,47.2637
-120.715,47.775
-121.3603,46.74778
-123.9364,47.86028
-122.195,47.275
-121.1544,47.71167
-122.1761,45.4549
-124.1736,46.92694
-122.0297,46.75861
-123.8796,47.86697
-123.8358,46.93755
-121.3685,48.66175
-120.7426,47.74435
-122.3291,46.13795
-120.1611,48.45809
-117.3672,48.86479
-122.535,47.7504
-121.5775,46.14853
-123.2008,47.3978
-119.0802,48.71545
-121.5777,48.22336
-119.7595,48.3912
-123.1976,47.396
-119.5423,48.94655
-120.1611,48.45809
-122.9316,46.50511
-119.187,48.32956
-122.105,47.6597
-122.0467,46.74621
-122.1931,46.11887
-121.8738,46.40153
-121.45,47.09685
-122.5377,47.74225
-121.905,48.105
-121.5354,47.55477
-121.9677,48.11509
-121.4821,45.99935
-122.8665,47.28435
-123.9878,47.2331
-122.0303,46.39019
-121.9563,47.00008
-122.3574,46.878
-121.6321,46.99857
-121.718,45.9216
-122.5089,48.17107
-118.5905,48.51673
-121.851,48.13025
-122.6361,46.51479
-121.2957,46.52485
-121.4008,47.97205
-121.7576,45.96578
-122.5572,46.38448
-122.0571,46.81398
-122.5319,46.49406
-122.0566,46.75225
-124.6802,48.27646
-123.2259,47.46872
-121.921,45.83632
-123.0235,46.50835
-123.1267,47.29435
-123.2005,47.41995
-123.7095,46.82742
-123.5436,47.94485
-122.5552,47.77293
-122.7043,46.86044
-121.6692,47.90079
-122.6317,46.97441
-123.4013,46.71103
-119.8428,48.6584
-122.1676,47.7925
-120.8032,48.58177
-121.6014,46.68102
-122.5308,46.59632
-122.1253,47.6633
-124.199,47.19006
-122.0246,46.75953
-121.4234,47.04433
-121.4469,48.04725
-120.55,47.83843
-121.3552,48.02073
-122.157,47.06045
-119.6985,48.57806
-124.1692,46.96189
-121.5186,48.10892
-123.1592,47.61922
-122.2138,48.27656
-123.0865,47.12015
-122.0775,47.34072
-121.3034,46.85524
-120.6502,47.85691
-122.941,47.67304
-124.1526,46.96114
-121.3201,46.73581
-122.0669,47.1352
-119.9417,48.44425
-120.793,48.50999
-122.3677,47.03189
-121.1057,47.82636
-121.3455,48.43505
-117.167,47.5505
-121.3539,48.13261
-119.182,48.64385
-122.4607,46.64191
-120.7219,47.72298
-120.502,48.64185
-122.2669,46.86113
-118.0076,48.18676
-122.6246,47.09982
-117.9368,48.36624
-122.1625,47.172
-121.6785,47.6016
-117.5853,48.80483
-121.5757,48.1917
-122.1054,47.1862
-117.159,47.73081
-121.5094,46.6979
-121.1417,47.41704
-123.1586,47.57132
-117.4546,48.2914
-117.0579,48.49398
-122.1845,48.48157
-121.8281,48.37697
-118.0387,48.15997
-121.805,47.2255
-122.3445,45.77225
-121.2719,46.51122
-121.8588,48.56245
-123.7635,47.44
-117.3349,48.65397
-121.2323,46.64558
-121.9223,45.80191
-121.7464,46.9805
-122.182,46.4125
-122.2389,45.74796
-121.5406,46.71444
-122.1455,48.84984
-121.7555,47.49488
-124.5989,48.11949
-122.0504,46.33448
-117.5152,47.75026
-121.9305,46.1725
-122.1692,46.13657
-120.554,47.18806
-122.8345,47.89745
-117.5302,47.74207
-117.5888,48.57989
-120.607,47.64581
-120.6295,47.79538
-120.9383,47.21551
-120.9477,47.34432
-92.30575,46.05229
-89.8741,45.7264
-89.66195,46.0484
-90.46,45.94
-91.1713,46.6425
-90.7167,44.4723
-88.3245,43.251
-87.49564,44.69867
-91.10812,46.25961
-89.18135,43.8708
-88.44846,42.97569
-88.38782,45.95359
-89.66046,45.87116
-89.7793,44.42315
-87.52243,42.51519
-90.2787,43.13145
-89.7715,44.4308
-89.6816,42.95915
-89.21035,45.941
-90.24295,42.82445
-89.3381,46.1675
-90.7109,43.1573
-92.66538,45.38867
-91.2421,46.42085
-90.86665,46.67915
-88.31644,43.21667
-91.30911,45.95919
-90.43416,45.90015
-89.91314,46.08392
-82.07358,38.46118
-82.0849,38.8448
-79.5653,38.6934
-80.17528,38.10833
-81.14833,39.61958
-80.5621,39.6723
-80.19044,38.10785
-79.98335,39.05
-80.985,39.51
-80.17294,38.20065
-81.0321,38.7365
-79.665,39.9433
-79.95695,38.8762
-81.1447,37.6665
-79.98,38.55
-80.915,39.355
-81.8,37.515
-82.4438,38.3248
-79.18524,38.57502
-79.7773,38.712
-79.33413,38.52026
-79.7927,38.7201
-79.26241,38.6492
-79.68047,38.93027
-81.2625,37.603
-78.05424,39.51256
-80.2522,38.18933
-79.7625,38.9695
-110.5979,42.4829
-110.9967,42.4914
